MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:87853	a	nonagouti	2		adult feeding behavior			IGI	MGI:2153518 	J:125193 	
MGI:87853	a	nonagouti	2		adult feeding behavior			IMP	MGI:1855937 MGI:1856798 	J:125193 	
MGI:2443767	Aaas	achalasia, adrenocortical insufficiency, alacrimia	15		learning			IMP	MGI:3621812 	J:106908 	
MGI:87855	Aal	active avoidance learning	1		associative learning			IMP	MGI:1889306 	J:5380 	
MGI:87856	Aap	active avoidance performance	UN		behavioral fear response			IMP	MGI:1889307 	J:5554 	
MGI:2443582	Abat	4-aminobutyrate aminotransferase	16		behavioral response to cocaine			IMP		J:115381 	
MGI:2443582	Abat	4-aminobutyrate aminotransferase	16		exploration behavior			ISO	RGD:620948 	J:155856 	
MGI:2443582	Abat	4-aminobutyrate aminotransferase	16		locomotory behavior			ISO	RGD:620948 	J:155856 	
MGI:99606	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	2		locomotory behavior			IMP		J:117673 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		memory			IMP		J:196282 	
MGI:1352629	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	7		memory			ISO	RGD:3786 	J:155856 	
MGI:1352629	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	7		visual learning			ISO	RGD:3786 	J:155856 	
MGI:1923442	Abhd12	abhydrolase domain containing 12	2		adult walking behavior			IMP	MGI:5487621 	J:193716 	
MGI:106913	Abi2	abl-interactor 2	1		learning or memory			IMP	MGI:3526871 	J:95254 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		adult walking behavior			IMP	MGI:2153719 	J:51887 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		aggressive behavior			IMP	MGI:2153719 	J:51887 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		auditory behavior			IMP	MGI:2153719 	J:51887 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		exploration behavior			IGI	MGI:96602 	J:196653 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		learning			IMP	MGI:2153719 	J:153211 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		visual learning			IGI	MGI:96610 	J:182501 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		eating behavior			ISO	RGD:2493 	J:155856 	
MGI:1917258	Ace2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	X		angiotensin-mediated drinking behavior			ISO	Q9BYF1 	J:164563 	
MGI:87916	Ada	adenosine deaminase	2		negative regulation of circadian sleep/wake cycle, non-REM sleep			ISO	RGD:2031 	J:155856 	
MGI:1340894	Adam2	a disintegrin and metallopeptidase domain 2	14		adult behavior			IMP	MGI:3625523 	J:107127 	
MGI:1340894	Adam2	a disintegrin and metallopeptidase domain 2	14		visual learning			IMP	MGI:3625523 	J:107127 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		adult locomotory behavior			IMP	MGI:3584137 	J:99692 	
MGI:891999	Adarb1	adenosine deaminase, RNA-specific, B1	10		motor behavior			IMP	MGI:4840554 	J:164294 	
MGI:99677	Adcy1	adenylate cyclase 1	11		long-term memory			IGI	MGI:2176596 	J:57343 	
MGI:99675	Adcy3	adenylate cyclase 3	12		olfactory learning			IMP		J:64745 	
MGI:99673	Adcy5	adenylate cyclase 5	16		locomotory behavior			IMP	MGI:2662295 	J:83301 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		locomotory behavior			IMP		J:139609 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		long-term memory			IGI	MGI:99677 	J:57343 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		memory			IMP		J:134966 	
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		behavioral fear response			ISO	RGD:2037 	J:155856 	
MGI:2441837	Adgrb3	adhesion G protein-coupled receptor B3	1		motor learning			IGI	MGI:1344400 	J:219706 	
MGI:1924846	Adgrf1	adhesion G protein-coupled receptor F1	17		memory			IMP	MGI:4362398 	J:240496 	
MGI:2441950	Adgrl3	adhesion G protein-coupled receptor L3	5		locomotion involved in locomotory behavior			IMP		J:185872 	
MGI:87921	Adh1	alcohol dehydrogenase 1 (class I)	3		behavioral response to ethanol			IMP	MGI:2180100 	J:55555 	
MGI:2675256	Adm2	adrenomedullin 2	15		feeding behavior			ISO	RGD:1302971 	J:155856 	
MGI:1338758	Adnp	activity-dependent neuroprotective protein	2		short-term memory			ISO	RGD:71030 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		negative regulation of circadian sleep/wake cycle, non-REM sleep			ISO	RGD:2048 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		negative regulation of circadian sleep/wake cycle, sleep			ISO	RGD:2048 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		eating behavior			IGI	MGI:98735 	J:81841 	
MGI:99402	Adora2a	adenosine A2a receptor	10		eating behavior			ISO	RGD:2049 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		locomotory behavior			IGI	MGI:1351342 MGI:94924 	J:102700 	
MGI:99402	Adora2a	adenosine A2a receptor	10		locomotory behavior			IGI	MGI:94924 	J:63612 J:67550 	
MGI:99402	Adora2a	adenosine A2a receptor	10		locomotory behavior			IGI	MGI:98735 	J:81841 	
MGI:99402	Adora2a	adenosine A2a receptor	10		locomotory behavior			ISO	RGD:2049 	J:155856 	
MGI:99402	Adora2a	adenosine A2a receptor	10		positive regulation of circadian sleep/wake cycle, sleep			ISO	RGD:2049 	J:155856 	
MGI:104773	Adra1a	adrenergic receptor, alpha 1a	14		behavior			IBA	PTN000664502 	J:265628 	
MGI:104774	Adra1b	adrenergic receptor, alpha 1b	11		behavior			IBA	PTN000664502 	J:265628 	
MGI:104774	Adra1b	adrenergic receptor, alpha 1b	11		behavioral response to cocaine			IMP	MGI:2148638 	J:76004 	
MGI:104774	Adra1b	adrenergic receptor, alpha 1b	11		locomotory behavior			IMP	MGI:2148638 	J:68177 	
MGI:104774	Adra1b	adrenergic receptor, alpha 1b	11		visual learning			IMP	MGI:2148638 	J:68177 	
MGI:106673	Adra1d	adrenergic receptor, alpha 1d	2		behavior			IBA	PTN000664502 	J:265628 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		behavior			IBA	PTN000664502 	J:265628 	
MGI:87935	Adra2b	adrenergic receptor, alpha 2b	2		behavior			IBA	PTN000664502 	J:265628 	
MGI:87936	Adra2c	adrenergic receptor, alpha 2c	5		behavior			IBA	PTN000664502 	J:265628 	
MGI:87937	Adrb1	adrenergic receptor, beta 1	19		behavior			IBA	PTN000664502 	J:265628 	
MGI:87937	Adrb1	adrenergic receptor, beta 1	19		memory			ISO	RGD:2059 	J:155856 	
MGI:87937	Adrb1	adrenergic receptor, beta 1	19		regulation of circadian sleep/wake cycle, sleep			IMP		J:279954 	
MGI:87937	Adrb1	adrenergic receptor, beta 1	19		regulation of circadian sleep/wake cycle, sleep			ISO	P08588 	J:164563 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		associative learning			ISO	RGD:2060 	J:155856 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		behavior			IBA	PTN000664502 	J:265628 	
MGI:87939	Adrb3	adrenergic receptor, beta 3	8		behavior			IBA	PTN000664502 	J:265628 	
MGI:87939	Adrb3	adrenergic receptor, beta 3	8		eating behavior			ISO	RGD:2061 	J:155856 	
MGI:1202294	Aff2	AF4/FMR2 family, member 2	X		learning or memory			IMP	MGI:2182641 	J:76005 	
MGI:893592	Ager	advanced glycosylation end product-specific receptor	17		learning or memory			ISO	Q15109 	J:164563 	
MGI:892013	Agrp	agouti related neuropeptide	8		adult feeding behavior			IDA		J:125193 	
MGI:892013	Agrp	agouti related neuropeptide	8		eating behavior			ISO	RGD:2068 	J:155856 	
MGI:892013	Agrp	agouti related neuropeptide	8		positive regulation of feeding behavior			ISO	RGD:2068 	J:155856 	
MGI:892013	Agrp	agouti related neuropeptide	8		regulation of feeding behavior			ISO	O00253 	J:164563 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		angiotensin-mediated drinking behavior			ISO	RGD:2069 	J:155856 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		associative learning			ISO	RGD:2069 	J:155856 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		drinking behavior			IMP	MGI:2136636 	J:78698 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		operant conditioning			ISO	RGD:2069 	J:155856 	
MGI:2159437	Agtpbp1	ATP/GTP binding protein 1	13		adult walking behavior			IMP	MGI:1857523 	J:116593 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		drinking behavior			IGI	MGI:87965 	J:103184 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		drinking behavior			IMP	MGI:1857147 	J:78903 J:103184 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		drinking behavior			ISO	RGD:2070 	J:155856 	
MGI:87965	Agtr1b	angiotensin II receptor, type 1b	3		drinking behavior			IGI	MGI:87964 	J:103184 	
MGI:87965	Agtr1b	angiotensin II receptor, type 1b	3		drinking behavior			IMP	MGI:2157020 	J:103184 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		exploration behavior			IMP		J:29457 	
MGI:87968	Ahcy	S-adenosylhomocysteine hydrolase	2		circadian sleep/wake cycle			ISO	RGD:69260 	J:155856 	
MGI:87971	Ahi1	Abelson helper integration site 1	10		regulation of behavior			IMP		J:166236 	
MGI:87991	Alb	albumin	5		positive regulation of circadian sleep/wake cycle, non-REM sleep			ISO	RGD:2085 	J:155856 	
MGI:1861722	Aldh1a3	aldehyde dehydrogenase family 1, subfamily A3	7		locomotory behavior			IMP	MGI:3043947 	J:196582 	
MGI:103305	Alk	anaplastic lymphoma kinase	17		adult behavior			IMP	MGI:5700373 	J:226526 	
MGI:103305	Alk	anaplastic lymphoma kinase	17		swimming behavior			IMP	MGI:5700373 	J:226526 	
MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	1		behavioral fear response			IMP	MGI:3522476 	J:100336 	
MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	1		locomotory behavior			IMP	MGI:3522476 	J:100336 	
MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	1		locomotory behavior			IMP	MGI:3653518 	J:111035 	
MGI:103574	Amph	amphiphysin	13		learning			IMP	MGI:2388118 	J:75306 	
MGI:2686021	Ankfn1	ankyrin-repeat and fibronectin type III domain containing 1	11		behavioral fear response			IMP	MGI:2183465 	J:221935 	
MGI:2686021	Ankfn1	ankyrin-repeat and fibronectin type III domain containing 1	11		locomotor rhythm			IMP	MGI:2183465 	J:221935 	
MGI:1917887	Ankrd26	ankyrin repeat domain 26	6		regulation of feeding behavior			IMP	MGI:3774418 	J:130984 	
MGI:1306797	Aoc3	amine oxidase, copper containing 3	11		eating behavior			ISO	RGD:62058 	J:155856 	
MGI:1889383	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit	X		visual learning			IMP	MGI:5620801 	J:218588 	
MGI:1860297	Apba1	amyloid beta (A4) precursor protein binding, family  A, member 1	19		locomotory behavior			IGI	MGI:1261791 	J:115573 	
MGI:1261791	Apba2	amyloid beta (A4) precursor protein-binding, family A, member 2	7		locomotory behavior			IGI	MGI:1860297 	J:115573 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		visual learning		PR:Q9QXJ1-1	IMP	MGI:3514266 	J:94887 	
MGI:1353624	Apln	apelin	X		drinking behavior			ISO	RGD:620672 	J:155856 	
MGI:1353624	Apln	apelin	X		feeding behavior			ISO	RGD:620672 	J:155856 	
MGI:88047	Aplp2	amyloid beta (A4) precursor-like protein 2	9		locomotory behavior			IGI	MGI:88059 	J:45851 	
MGI:88047	Aplp2	amyloid beta (A4) precursor-like protein 2	9		mating behavior			IGI	MGI:88059 	J:45851 	
MGI:88047	Aplp2	amyloid beta (A4) precursor-like protein 2	9		suckling behavior			IGI	MGI:88059 	J:45851 	
MGI:88057	Apoe	apolipoprotein E	7		locomotory exploration behavior			ISO	P02649 	J:164563 	
MGI:88057	Apoe	apolipoprotein E	7		long-term memory			ISO	P02649 	J:164563 	
MGI:88057	Apoe	apolipoprotein E	7		regulation of behavioral fear response			ISO	P02649 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		adult locomotory behavior			IMP	MGI:2136847 	J:25512 J:53824 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		adult locomotory behavior			IMP	MGI:2154522 	J:21937 J:49959 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		associative learning			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		learning			ISO	P05067 	J:164563 	
