MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1915609	0610010K14Rik	RIKEN cDNA 0610010K14 gene	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1920971	1110017D15Rik	RIKEN cDNA 1110017D15 gene	4		cellular protein-containing complex assembly			IDA		J:135539 	
MGI:1916575	1700012B09Rik	RIKEN cDNA 1700012B09 gene	9	NOT	cilium assembly			IMP		J:249115 	
MGI:1920547	1700034I23Rik	RIKEN cDNA 1700034I23 gene	3		autophagy of mitochondrion			IBA	PTN000482219 	J:265628 	
MGI:1925709	1700057G04Rik	RIKEN cDNA 1700057G04 gene	9		plasma membrane phospholipid scrambling			IBA	PTN000582979 	J:265628 	
MGI:1916792	2300002M23Rik	RIKEN cDNA 2300002M23 gene	17		extracellular matrix organization			IDA		J:139122 	
MGI:1916780	2310002L09Rik	RIKEN cDNA 2310002L09 gene	4		actomyosin structure organization			IBA	PTN001150527 	J:265628 	
MGI:1914305	2610042L04Rik	RIKEN cDNA 2610042L04 gene	14		regulation of mitochondrion organization			IDA		J:201575 	
MGI:1914305	2610042L04Rik	RIKEN cDNA 2610042L04 gene	14		synapse assembly			IDA		J:201575 	
MGI:1914305	2610042L04Rik	RIKEN cDNA 2610042L04 gene	14		synapse assembly			IMP		J:201575 	
MGI:1914407	2610301B20Rik	RIKEN cDNA 2610301B20 gene	4		photoreceptor cell morphogenesis			IMP		J:259133 	
MGI:1924217	2700049A03Rik	RIKEN cDNA 2700049A03 gene	12		cell projection organization			IEA	KW-0970 	J:60000 	
MGI:1924217	2700049A03Rik	RIKEN cDNA 2700049A03 gene	12		cilium assembly			IMP		J:175541 	
MGI:1924217	2700049A03Rik	RIKEN cDNA 2700049A03 gene	12		cilium assembly			ISO	Q9BVV6 	J:208267 	
MGI:1919900	2810006K23Rik	RIKEN cDNA 2810006K23 gene	5		translational termination			IEA	IPR000352 	J:72247 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		meiotic DNA double-strand break processing involved in reciprocal meiotic recombination			IBA	PTN002860233 	J:265628 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		meiotic DNA double-strand break processing involved in reciprocal meiotic recombination			IMP		J:238491 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		synapsis			IBA	PTN002860233 	J:265628 	
MGI:1923051	4930447C04Rik	RIKEN cDNA 4930447C04 gene	12		synapsis			IMP		J:238491 	
MGI:1914903	4930544G11Rik	RIKEN cDNA 4930544G11 gene	6		actin filament bundle assembly			IBA	PTN000632672 	J:265628 	
MGI:1914903	4930544G11Rik	RIKEN cDNA 4930544G11 gene	6		actin filament organization			IBA	PTN000632672 	J:265628 	
MGI:1914903	4930544G11Rik	RIKEN cDNA 4930544G11 gene	6		establishment or maintenance of actin cytoskeleton polarity			IBA	PTN000632672 	J:265628 	
MGI:1914903	4930544G11Rik	RIKEN cDNA 4930544G11 gene	6		regulation of actin cytoskeleton organization			IBA	PTN000632672 	J:265628 	
MGI:1914903	4930544G11Rik	RIKEN cDNA 4930544G11 gene	6		regulation of cell shape			IBA	PTN000632672 	J:265628 	
MGI:1914903	4930544G11Rik	RIKEN cDNA 4930544G11 gene	6		stress fiber assembly			IBA	PTN000632769 	J:265628 	
MGI:2444631	4932438A13Rik	RIKEN cDNA 4932438A13 gene	3		regulation of cell growth			NAS		J:169901 	
MGI:1913997	4933400A11Rik	RIKEN cDNA 4933400A11 gene	X		actin cytoskeleton organization			IBA	PTN000068943 	J:265628 	
MGI:1913997	4933400A11Rik	RIKEN cDNA 4933400A11 gene	X		barbed-end actin filament capping			IBA	PTN000068943 	J:265628 	
MGI:1923930	5330417C22Rik	RIKEN cDNA 5330417C22 gene	3		autophagosome assembly			ISO	Q6UXG2 	J:164563 	
MGI:1923930	5330417C22Rik	RIKEN cDNA 5330417C22 gene	3		positive regulation of autophagosome assembly			ISO	Q6UXG2 	J:164563 	
MGI:1923930	5330417C22Rik	RIKEN cDNA 5330417C22 gene	3		positive regulation of vacuole organization			ISO	Q6UXG2 	J:164563 	
MGI:1918648	5430427O19Rik	RIKEN cDNA 5430427O19 gene	X		regulation of lysosomal lumen pH			ISO	Q9HAI6 	J:164563 	
MGI:1917841	5730455P16Rik	RIKEN cDNA 5730455P16 gene	11		vesicle tethering to Golgi			ISO	Q9HAS0 	J:164563 	
MGI:87853	a	nonagouti	2		melanosome organization			IMP	MGI:1855937 	J:46886 	
MGI:3512453	A4galt	alpha 1,4-galactosyltransferase	15		plasma membrane organization			ISO	Q9NPC4 	J:73065 	
MGI:2445097	A830010M20Rik	RIKEN cDNA A830010M20 gene	5		neuron projection development			IMP		J:255150 	
MGI:2445097	A830010M20Rik	RIKEN cDNA A830010M20 gene	5		synaptic vesicle budding from endosome	happens in cerebral cortex		IDA		J:255150 	
MGI:2445097	A830010M20Rik	RIKEN cDNA A830010M20 gene	5		synaptic vesicle budding from endosome	happens in cerebral cortex		IMP		J:255150 	
MGI:2443767	Aaas	achalasia, adrenocortical insufficiency, alacrimia	15		microtubule bundle formation			ISO	Q9NRG9 	J:164563 	
MGI:2443767	Aaas	achalasia, adrenocortical insufficiency, alacrimia	15		microtubule bundle formation			ISS	Q9NRG9 	J:273545 	
MGI:2443767	Aaas	achalasia, adrenocortical insufficiency, alacrimia	15		mitotic spindle assembly			ISO	Q9NRG9 	J:164563 	
MGI:1098687	Aak1	AP2 associated kinase 1	6		regulation of clathrin-dependent endocytosis			IBA	PTN001121691 	J:265628 	
MGI:1098687	Aak1	AP2 associated kinase 1	6		regulation of clathrin-dependent endocytosis			ISO	RGD:1305520 	J:155856 	
MGI:1098687	Aak1	AP2 associated kinase 1	6		regulation of clathrin-dependent endocytosis			ISO	Q2M2I8 	J:164563 	
MGI:1915545	Aar2	AAR2 splicing factor homolog	2		spliceosomal tri-snRNP complex assembly			IBA	PTN000294070 	J:265628 	
MGI:1197518	Aatk	apoptosis-associated tyrosine kinase	11		negative regulation of axon extension	regulates a function/process that happens in neuron of cerebral cortex	PR:000035700	IGI	MGI:101764 	J:184851 	
MGI:1197518	Aatk	apoptosis-associated tyrosine kinase	11		negative regulation of axon extension	regulates a function/process that happens in neuron of cerebral cortex		IMP	MGI:5428170 	J:184851 	
MGI:1197518	Aatk	apoptosis-associated tyrosine kinase	11		negative regulation of axon extension	regulates a function/process that happens in neuron of cerebral cortex	PR:000035700	IMP		J:184851 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		high-density lipoprotein particle assembly			ISO	O95477 	J:164563 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		lysosome organization			ISO	O95477 	J:164563 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		phagocytosis, engulfment	happens in macrophage		IMP	MGI:1935192 	J:63265 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		phospholipid translocation	happens in blood,happens in enucleate erythrocyte		IMP	MGI:1935192 	J:63265 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		phospholipid translocation			ISO	O95477 	J:164563 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		platelet dense granule organization			ISO	O95477 	J:164563 	
MGI:99607	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	4		positive regulation of high-density lipoprotein particle assembly			IMP		J:185098 	
MGI:99606	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	2		central nervous system myelin formation	happens in spinal cord|happens in telencephalic vesicle		IMP		J:117673 	
MGI:99606	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	2		ceramide translocation			ISO	Q9BZC7 	J:164563 	
MGI:99606	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	2		negative regulation of low-density lipoprotein receptor activity	happens in neuron		IDA		J:180725 	
MGI:99606	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	2		negative regulation of low-density lipoprotein receptor activity			ISO	RGD:620238 	J:155856 	
MGI:99606	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	2		negative regulation of low-density lipoprotein receptor activity			ISO	Q9BZC7 	J:164563 	
MGI:99606	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	2		negative regulation of receptor-mediated endocytosis involved in cholesterol transport			ISO	Q9BZC7 	J:164563 	
MGI:109424	Abca4	ATP-binding cassette, sub-family A (ABC1), member 4	3		phospholipid transfer to membrane			IMP	MGI:1857860 	J:56317 	
MGI:109424	Abca4	ATP-binding cassette, sub-family A (ABC1), member 4	3		phospholipid translocation			ISO	P78363 	J:164563 	
MGI:2386607	Abca5	ATP-binding cassette, sub-family A (ABC1), member 5	11		high-density lipoprotein particle remodeling			IMP		J:160341 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		high-density lipoprotein particle assembly			ISO	Q8IZY2 	J:164563 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		negative regulation of endocytosis			IMP		J:225870 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		phospholipid translocation			ISO	Q8IZY2 	J:164563 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		plasma membrane raft organization			IMP		J:269558 	
MGI:1351646	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	10		positive regulation of engulfment of apoptotic cell			IMP		J:112621 	
MGI:97570	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	5		ceramide translocation			IBA	PTN002383808 	J:265628 	
MGI:97570	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	5		ceramide translocation			IDA		J:235270 	
MGI:97570	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	5		ceramide translocation			ISO	P08183 	J:164563 	
MGI:97570	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	5		phospholipid translocation			IBA	PTN002516971 	J:265628 	
MGI:97570	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	5		phospholipid translocation	results in the placement of CHEBI:64482|results in the placement of CHEBI:16038		IDA		J:235270 	
MGI:97570	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	5		phospholipid translocation			ISO	P08183 	J:164563 	
MGI:97568	Abcb1b	ATP-binding cassette, sub-family B (MDR/TAP), member 1B	5		ceramide translocation			IBA	PTN002383808 	J:265628 	
MGI:97568	Abcb1b	ATP-binding cassette, sub-family B (MDR/TAP), member 1B	5		phospholipid translocation			IBA	PTN002516971 	J:265628 	
MGI:97569	Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	5		phospholipid translocation			IBA	PTN002516971 	J:265628 	
MGI:97569	Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	5		phospholipid translocation			ISO	P21439 	J:164563 	
MGI:97569	Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	5		positive regulation of phospholipid translocation			ISO	P21439 	J:164563 	
MGI:102676	Abcc1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	16		phospholipid translocation			ISO	P33527 	J:164563 	
MGI:102676	Abcc1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	16		sphingolipid translocation			ISO	P33527 	J:164563 	
MGI:2443111	Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	14		cilium assembly			ISO	O15439 	J:217714 	
MGI:2443111	Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	14		cilium assembly			ISO	Q8QFL6 	J:217714 	
MGI:1352629	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	7		positive regulation of tight junction disassembly			ISO	RGD:3786 	J:155856 	
MGI:1349215	Abcd1	ATP-binding cassette, sub-family D (ALD), member 1	X		myelin maintenance			IMP		J:75388 J:94583 	
MGI:1349215	Abcd1	ATP-binding cassette, sub-family D (ALD), member 1	X		neuron projection maintenance			IMP		J:75388 J:94583 	
MGI:1349215	Abcd1	ATP-binding cassette, sub-family D (ALD), member 1	X		peroxisome organization			ISO	P33897 	J:164563 	
MGI:1349467	Abcd2	ATP-binding cassette, sub-family D (ALD), member 2	15		myelin maintenance			IMP		J:94583 	
MGI:1349467	Abcd2	ATP-binding cassette, sub-family D (ALD), member 2	15		neuron projection maintenance			IMP		J:94583 	
