"sextissue","gene","padj","direction","pvalue","direction2","lfc","logpadj"
"hypothalamus","A2ML3",0.00500908576665542,"control",0.0004463071678347,"control",0.472818486382767,2.30024153216229
"hypothalamus","AAED1",0.019953772870117,"control",0.00251549932864983,"control",0.62839328657618,1.69997497557847
"hypothalamus","AAK1",2.37387128815703e-05,"bldg",7.66769945791882e-07,"bldg",-0.520676628850267,4.62454283228899
"hypothalamus","AAR2",4.11865978404575e-09,"bldg",3.27330598950774e-11,"bldg",-0.837796357182033,8.38524408083162
"hypothalamus","ABAT",0.00242555291581936,"control",0.000187713972880297,"control",0.406034214929978,2.61518924637386
"hypothalamus","ABCA5",0.0752249517160807,"bldg",0.0136835463656537,"bldg",-0.353401158929865,1.12363808234423
"hypothalamus","ABCC13",0.133826786111687,"NS",0.0291755078726901,"control",0.511521710967547,0.873456951618931
"hypothalamus","ABCD2",0.0175871642740656,"bldg",0.00214405677478947,"bldg",-0.345799450591961,1.75480417983793
"hypothalamus","ABCG1",0.0252343509165493,"bldg",0.00339463196799369,"bldg",-0.526139186059569,1.59800786180354
"hypothalamus","ABHD12B",0.00724324137405495,"control",0.000704954546057934,"control",0.636066292654805,2.14006704211207
"hypothalamus","ABHD17C",0.00552275888449831,"bldg",0.000506169006038233,"bldg",-0.403876304139429,2.25784391701853
"hypothalamus","ABHD2",0.0205669954767494,"bldg",0.00261829924188147,"bldg",-0.38848875942859,1.68682914744835
"hypothalamus","ABI1",0.0352593080887801,"control",0.00517256491976855,"control",0.458839489448173,1.45272621433315
"hypothalamus","ABI2",1.28309517404684e-05,"bldg",3.62990103922839e-07,"bldg",-0.629118495417668,4.8917411284806
"hypothalamus","ABL2",0.136511015238027,"NS",0.0299583049877644,"bldg",-0.302275076837768,0.864832303465135
"hypothalamus","ABLIM3",0.00362119361641622,"control",0.000301260074103603,"control",0.527090374628774,2.44114825389241
"hypothalamus","ABRACL",0.129336555676413,"NS",0.0277250801085421,"control",0.490399571045779,0.88827870880289
"hypothalamus","ABTB1",0.0903003384518256,"bldg",0.0172568127657481,"bldg",-0.338889921737879,1.04431062191811
"hypothalamus","AC004754.3",0.192567673572426,"NS",0.0477462380730603,"bldg",-0.288713150989278,0.715416616315491
"hypothalamus","AC005943.2",0.000455917793418956,"control",2.4651071925899e-05,"control",1.03346907516667,3.34111345795625
"hypothalamus","AC024592.12",7.49689523901511e-06,"control",1.91863669624083e-07,"control",1.00125788545302,5.12511855790613
"hypothalamus","AC025263.3",8.14606921198682e-06,"control",2.11447367077456e-07,"control",0.741885418312045,5.0890519043094
"hypothalamus","AC113404.1",0.0829506926624663,"bldg",0.0155498527769013,"bldg",-0.317028775544598,1.08117998313895
"hypothalamus","ACAA2",0.163837976911842,"NS",0.038334383369311,"control",0.315284008012627,0.785585423384
"hypothalamus","ACADS",0.000801594126051339,"control",4.88122215996368e-05,"control",0.500262569400817,3.09604547390302
"hypothalamus","ACAN",0.0940258479182991,"bldg",0.0181744457040766,"bldg",-0.750131375119012,1.02675274145166
"hypothalamus","ACAP3",0.00343630428398438,"bldg",0.000282452177209857,"bldg",-0.643268230375173,2.4639083864577
"hypothalamus","ACAT1",0.00396333645916743,"control",0.000334213252498205,"control",0.47389708281703,2.40193905757819
"hypothalamus","ACBD6",0.0566973071169975,"control",0.00960733078672273,"control",0.414150670818268,1.24643756777378
"hypothalamus","ACBD7",0.0119065816025817,"control",0.00132478625778634,"control",0.772337286996904,1.92421290721827
"hypothalamus","ACE2",0.126120072679209,"NS",0.0268792542793532,"control",0.806993387525329,0.899215787653197
"hypothalamus","ACHE",3.1045778416789e-05,"control",1.06164564910493e-06,"control",1.0230787824087,4.50799744653219
"hypothalamus","ACO2",4.79938770016257e-07,"control",7.7088434491621e-09,"control",0.521733559132243,6.31881416583331
"hypothalamus","ACOT12",0.000442631746794948,"control",2.36242390560628e-05,"control",0.991100677064121,3.35395744046883
"hypothalamus","ACOT13",0.0304346859281242,"control",0.00431167296816226,"control",0.461474581819297,1.51663117560594
"hypothalamus","ACOT8",0.125836265182574,"NS",0.0268004178343637,"control",0.422330795032698,0.900194180043618
"hypothalamus","ACPL2",0.106519479317066,"NS",0.0214747619622082,"bldg",-0.46587574614367,0.972570965123426
"hypothalamus","ACSL3",0.0508941627618118,"control",0.00831228031982927,"control",1.03268417725781,1.29333202563393
"hypothalamus","ACSL4",0.0529398626223074,"bldg",0.00873903382988727,"bldg",-0.343235158571577,1.27621719001713
"hypothalamus","ACTN1",0.0290223579767462,"control",0.00404387357590682,"control",0.949621286667964,1.53726730538252
"hypothalamus","ACTR10",0.00367409392997056,"control",0.00030646470695489,"control",0.526680339148654,2.4348497449419
"hypothalamus","ACTR2",1.75117936746383e-08,"bldg",1.63666611464801e-10,"bldg",-0.466364495763705,7.7566693683025
"hypothalamus","ACTR3",0.180570834390912,"NS",0.043671415069242,"bldg",-0.323830911294561,0.743352395140842
"hypothalamus","ACVR1B",3.39600854363694e-07,"bldg",5.07606089278580e-09,"bldg",-0.805485542193272,6.46903122583394
"hypothalamus","ACVR2A",6.84516935672203e-05,"bldg",2.68516304332224e-06,"bldg",-0.81206206601052,4.16461580249274
"hypothalamus","ACYP2",0.0659630954956836,"control",0.0116198934537055,"control",0.556359503667253,1.18069897211257
"hypothalamus","ADA",0.164762392810437,"NS",0.0386587954840676,"control",0.371398812439583,0.783141909500136
"hypothalamus","ADAL",0.0550229288076491,"control",0.00920726369767078,"control",0.477972690122052,1.25945629633188
"hypothalamus","ADAM10",0.00147823269636752,"bldg",0.000103039770887885,"bldg",-0.38628430814528,2.83025719598594
"hypothalamus","ADAM15",0.0428840942179705,"control",0.00668510342238578,"control",3.23468101735313,1.36770375849741
"hypothalamus","ADAM19",0.0103820463214155,"control",0.00112260843562954,"control",0.868064508842399,1.98371703776787
"hypothalamus","ADAM20",0.156067379053996,"NS",0.0357424453232666,"control",1.2884191837131,0.8066878629679
"hypothalamus","ADAM23",0.048835053105692,"control",0.00790120181126727,"control",0.938240380550411,1.31126833567129
"hypothalamus","ADAM33",0.056536881640775,"control",0.00957190223622892,"control",0.895754945992511,1.24766814921671
"hypothalamus","ADAMTS1",0.101073945923667,"NS",0.0200084406257934,"bldg",-0.545100379892601,0.995360779125348
"hypothalamus","ADAMTS13",0.0861643149196815,"bldg",0.0162553821894699,"bldg",-0.784008223961224,1.06467256065152
"hypothalamus","ADAMTS15",0.0477142690278067,"bldg",0.00766072332477072,"bldg",-0.81063956124604,1.32135172508272
"hypothalamus","ADAMTS3",0.0441026144132498,"control",0.00692972176890655,"control",0.40547563651262,1.35553566469105
"hypothalamus","ADAMTS5",0.105868608442819,"NS",0.0213281053683929,"bldg",-0.645935665202051,0.975232795332353
"hypothalamus","ADAMTSL5",0.0793625246343875,"control",0.0146657713401445,"control",1.40155574917543,1.10038452511114
"hypothalamus","ADCK3",0.129997238970266,"NS",0.0279494346644116,"bldg",-0.283948127376981,0.8860658716371
"hypothalamus","ADCY8",0.0867587838284033,"bldg",0.0163965561562684,"bldg",-0.419233445715024,1.06168654448997
"hypothalamus","ADCY9",0.0124116662107386,"bldg",0.00138641433721119,"bldg",-0.601896705896145,1.90616991249358
"hypothalamus","ADGRF4",0.0519635611254897,"bldg",0.00853240537036842,"bldg",-2.24401747198236,1.28430109385471
"hypothalamus","ADH5",1.25753979591224e-09,"control",8.16048427533278e-12,"control",0.969203367923351,8.90047826243775
